ASV_ID,ZB1,ZB2,ZB3,ZB4,ZB5,ZB6,ZB7,ZB8,ZB9,ZB10,ZB11,ZB12,ZB13,ZB14,ZB15,ZB16,ZB17,ZB18,ZB19,ZB20,ZB21,ZB22,ZB23,ZB24,ZB25,ZB26,ZB27,ZB28,ZB29,ZB30,ZB31,ZB32,ZB33,ZB34,ZB35,ZB36,ZB37,ZB38,ZB39,ZB40,ZB41,ZB42,ZB43,ZB44,ZB45,ZB46,ZB47,ZB48,ZB49,ZB50,ZB51,ZB52,ZB53,ZB54,ZB55,ZB56,ZB57,ZB58,ZB59,ZB60,ZB61,ZB62,ZB63,ZB64,ZB65,ZB66,ZB67,ZB68,ZB69,ZB70,ZB71,ZB72,ZB73,ZB74,ZB75,ZB76,ZB77,ZB78,ZB79,ZB80,ZB81,ZB82,ZB83,ZB84,ZB85,ZB86,ZB87,ZB88,ZB89,ZB90,ZB91,ZB92,ZB93,ZB94,ZB95,ZB96,ZB97,ZB98,ZB99,ZB100,ZB101,ZB102,ZB103,ZB104,ZB105,ZB106
ASV40,0,0,0,0,0,0,0,0,0,11,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,78,10,1727,0,607,16,0,77,65,102,23,158,488,306,1932,1576,71,121,1430,0,256,237,1011,347,65,1528,479,453,854,961,959,3307,1234,1318,1947,653,2400,0,504,1432,696,49,118,18,973,179,112,635,2211,693,143,1383,1290
ASV41,0,0,0,0,0,0,0,0,0,0,0,0,691,0,0,45,0,0,0,1349,73,127,11,20,0,0,397,14616,23,0,988,153,0,0,1884,977,0,1844,496,60,857,87,0,0,9327,64,0,1029,0,0,0,532,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
ASV42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,0,0,0,0,0,165,452,1120,236,491,0,0,544,0,404,64,72,1024,541,132,340,102,43,1555,1085,429,947,1526,271,187,1806,508,504,341,1773,1069,441,1682,717,482,808,1846,2867,859,1489,400,152,656,44,620,187,578,737,178,990,445,511,1385
ASV43,51,0,122,512,41,59,415,0,106,52,201,0,0,0,6382,0,0,95,119,0,36,0,0,0,14,1373,0,0,508,800,0,19,19,773,0,0,518,0,0,0,32,29,1441,0,0,1655,3896,0,0,42,695,0,0,0,27,65,205,42,125,400,0,219,74,961,0,0,0,3029,0,0,566,186,0,0,0,0,0,9,1660,0,0,1958,1626,0,0,307,620,0,0,142,0,0,0,0,0,826,0,0,1452,629,0,0,167,453,0,0
ASV44,0,164,0,11,0,0,0,28,0,0,46,0,0,4,107,0,3,0,0,142,8,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,190,0,0,0,11,0,0,17,0,5,0,0,0,0,0,0,239,1048,347,147,379,147,13,292,411,765,866,76,190,2885,1484,1978,289,65,443,132,205,535,582,376,88,586,0,1218,33,550,1581,2164,589,582,415,1240,296,1655,752,715,713,128,220,0,1630,24,119,1455,1750,461,278,404,1404
ASV45,95,40,362,112,245,101,745,475,38,4262,448,76,614,0,148,288,759,1428,51,2328,132,213,363,25,0,21,238,1278,13,11,3784,220,9,686,998,3090,67,2456,521,507,444,111,20,37,855,45,30,1856,16,8,132,393,588,0,0,13,0,0,0,103,0,0,78,0,7,9,0,0,0,0,19,11,22,15,8,15,0,11,0,0,14,0,0,5,78,0,46,0,30,0,135,0,33,0,0,0,0,16,0,0,0,26,0,22,8,52
ASV46,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,354,1134,906,274,801,277,42,552,1462,774,121,378,228,431,2009,1701,0,5,375,253,439,88,563,483,194,688,1736,919,313,1161,362,783,376,388,1513,386,419,1197,115,689,867,209,361,464,1224,244,495,372,442,260,306,1796,425
ASV47,0,8,25,0,0,0,16,0,0,7,32,0,0,0,14,0,0,0,0,0,101,0,0,6,0,20,0,0,8,0,0,10,27,35,5,0,29,0,16,8,16,58,15,0,16,25,33,0,0,0,13,0,0,0,1237,3413,0,0,39,3094,0,221,0,562,0,334,40,2049,264,0,2056,176,192,487,26,77,256,143,44,562,25,381,393,272,22,407,4386,309,1430,257,2532,44,235,787,227,0,37,25,130,108,159,0,322,1076,263,2542
ASV48,83,12,19,42,109,106,161,47,235,30,17,16,70,0,49,27,35,370,4482,311,1005,527,326,48,931,840,1230,111,4992,747,1112,344,966,4287,133,175,239,263,320,591,162,1111,429,0,189,421,314,252,0,2024,302,170,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,123,70,219,328,699,106,2175,139,981,202,488,33,300,290,771,703,787,238,28,95,633,156,282,913,237,108,707,1130,227,639,194,828,94,1031,1573,890,28,478,173,350,2419,430,80,63,1672,170,180,213,726,77,796,2431,1418
ASV50,0,195,0,15,0,0,0,24,0,0,24,0,0,0,57,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1391,1072,101,649,96,463,228,65,43,245,20,217,1308,1235,2615,381,953,994,237,675,136,472,151,170,317,796,173,387,310,1345,561,1028,433,183,178,1286,3613,341,543,351,221,76,28,233,85,36,1108,397,684,101,153,415
ASV51,25,2971,0,379,0,34,108,0,29,88,58,74,25,0,91,19,50,0,9,34,158,0,21,0,0,0,6,0,0,0,0,33,0,32,0,0,135,257,67,138,14,251,45,40,44,39,59,112,0,25,0,35,123,59,350,68,16,344,409,2319,82,825,196,1667,0,1044,509,359,127,131,622,170,166,2404,127,10,408,1197,30,270,27,330,1292,26,698,607,936,0,127,110,1027,177,9,746,546,0,49,21,190,332,34,368,379,450,0,97
ASV52,0,0,97,167,36,0,0,0,14,0,27,58,0,42,17,13,167,52,192,63,75,43,112,0,22,200,0,0,409,556,128,0,787,124,0,0,938,58,85,429,0,31,253,0,0,641,2354,189,0,714,120,0,0,135,0,191,84,89,30,0,0,648,80,597,0,0,93,118,0,436,580,1228,192,87,0,154,0,58,789,0,0,2838,1553,304,0,1477,270,0,0,1212,269,0,152,0,83,516,0,0,2006,884,268,0,1156,238,0,0
ASV53,954,57,1083,3496,346,78,210,4417,1375,738,873,1404,1226,20,620,144,149,462,46,7,202,287,884,14,11,373,870,15,40,0,128,1427,445,443,2,141,68,5,645,743,323,232,576,99,245,350,245,264,160,241,205,32,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,506,1257,226,0,219,85,225,0,59,2085,84,904,2867,51,111,449,0,0,699,581,580,0,280,250,484,457,1700,459,583,1237,263,486,266,331,0,860,684,2492,0,108,17,1353,152,186,465,924,995,125,773,522
ASV55,0,0,0,0,0,0,94,0,0,0,0,732,855,0,0,17,0,219,0,1411,52,283,51,0,0,0,130,2257,0,4,4194,383,0,98,1579,3066,0,2029,947,231,979,127,9,5,1739,0,37,3244,0,0,14,432,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,20,0,0,58,0,0,8,0,0,8,0,858,0,0,7,0,6,93,9,17,0,0,0,16,0,0,35,0,0,0,0,11
ASV56,0,15,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,180,299,737,451,36,10,154,368,897,139,0,146,180,916,2651,31,620,177,0,40,93,979,18,20,363,160,371,57,131,1662,1167,1196,64,337,2108,112,42,136,1281,44,33,118,0,446,31,44,1491,1162,879,27,407,2904
ASV57,0,2254,0,128,0,0,0,15,0,0,77,0,0,0,48,19,38,0,0,1322,59,9,0,0,0,0,71,0,0,0,9,303,0,105,0,0,9,1772,35,0,14,53,0,0,0,0,19,0,0,0,36,0,17,0,2779,369,0,70,1025,3038,78,411,0,563,0,496,493,1098,0,178,1649,0,678,458,180,0,0,304,0,0,0,243,876,0,173,184,214,0,0,0,1803,199,0,0,339,0,0,0,225,340,0,145,172,212,0,0
ASV58,10,425,0,11,0,0,0,10,8,0,47,0,0,0,54,16,0,0,0,14,37,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,17,844,10,4,0,31,6,2,0,12,0,5,0,0,0,0,11,3,395,275,0,39,516,2481,0,4062,257,153,38,85,1024,271,0,0,3387,530,635,70,0,0,472,32,0,668,0,722,742,0,27,416,94,31,246,363,1655,0,0,1844,54,0,67,14,479,169,0,43,463,117,39,554
ASV59,0,12,0,363,0,217,0,0,81,872,230,49,0,0,0,37,0,0,0,52,0,235,71,48,0,0,184,230,13,0,7888,69,0,0,112,376,0,634,714,122,761,0,0,0,291,12,0,3547,38,0,0,173,178,0,25,0,10,335,162,0,346,0,240,1086,0,0,17,0,39,0,107,52,159,68,126,9,124,108,0,13,64,233,503,59,35,794,80,55,24,0,436,182,0,441,67,0,123,72,210,208,152,38,81,90,14,44
ASV60,0,0,0,0,0,0,0,0,0,0,1591,1743,137,0,0,21,0,0,0,349,658,394,0,0,0,0,68,1011,0,0,398,67,0,253,4785,3990,0,551,1458,82,420,713,12,0,1308,0,428,497,8,16,33,1182,1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ASV61,0,422,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,20,27,0,15,0,0,5,46,0,8,0,0,0,0,0,0,0,33,0,0,0,0,0,54,3268,358,136,789,83,305,231,2458,188,141,33,331,857,2470,907,27,930,406,134,183,31,40,159,66,653,302,101,217,121,320,925,280,283,102,112,388,1685,76,25,324,62,255,15,119,98,23,260,549,172,179,167,67
ASV62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873,240,0,0,105,294,74,0,25,558,69,0,0,195,0,357,0,810,2146,681,291,532,685,698,394,428,1291,513,759,31,565,521,301,537,4,1632,648,425,645,350,190,384,392,692,544,589,47,465,630,377
ASV63,674,79,1937,619,468,641,366,564,768,411,3530,656,297,321,1234,165,330,1215,85,52,95,287,664,21,46,901,444,14,125,77,66,297,301,219,32,143,140,37,427,279,65,80,870,40,198,1119,811,64,15,52,43,75,150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV64,0,111,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,202,398,2088,157,59,47,0,342,64,500,89,29,704,363,1039,861,118,223,573,281,1214,5,80,167,411,351,1393,289,141,837,753,612,304,246,640,233,411,2100,0,53,648,229,90,81,297,129,138,579,201,179,191,700,366
ASV65,0,17,0,0,0,0,0,0,0,6,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,759,21,0,370,176,1765,7,9,34,481,0,491,61,72,1085,317,686,131,0,52,181,171,266,27,503,605,336,328,108,1218,897,159,1343,772,1301,108,0,181,229,492,29,167,35,386,218,32,826,570,111,614,651,1667
ASV66,63,0,154,0,68,222,570,1468,133,93,27,0,74,46,34,0,1501,93,1791,78,102,0,260,0,0,1713,430,592,1680,0,634,740,1181,2149,1172,177,593,52,0,181,0,73,473,0,311,934,0,137,0,463,251,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV67,0,488,1323,248,324,0,581,224,34,321,570,209,187,0,37,313,469,713,0,2750,72,126,81,0,0,0,40,307,0,0,312,57,0,61,1883,660,0,4676,223,61,174,91,0,20,505,0,10,104,0,0,45,959,544,0,0,0,0,0,0,126,0,0,48,0,0,0,0,0,24,0,56,0,39,62,0,0,0,34,0,0,0,0,0,0,34,0,35,15,170,0,106,0,0,0,37,0,0,11,0,0,0,17,0,0,15,195
ASV68,173,85,1428,515,1819,109,642,303,75,1987,1113,567,155,27,93,190,463,246,0,516,96,216,148,14,0,0,149,1238,0,0,543,250,0,60,2028,627,0,507,390,235,183,76,12,61,859,0,25,263,0,0,7,448,188,0,32,24,13,34,0,404,0,0,97,0,0,7,29,16,0,0,94,0,0,0,8,6,0,0,0,0,67,0,0,5,23,0,0,85,48,0,15,18,8,0,0,0,0,76,0,0,0,9,0,0,88,49
ASV69,0,5044,0,336,0,0,0,70,0,0,13,0,0,0,72,0,15,0,0,263,118,12,0,0,0,0,11,0,0,0,0,217,0,6,0,0,57,4725,115,0,0,192,11,0,9,0,13,36,0,0,0,32,0,0,690,15,0,0,251,362,13,29,0,598,0,0,0,212,0,93,0,443,365,680,21,0,0,347,0,0,0,404,78,0,97,12,227,0,0,351,2389,17,0,12,662,0,0,0,212,26,0,180,0,161,0,0
ASV70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,65,39,1621,131,358,77,55,1289,287,175,0,95,349,107,27,0,0,886,196,526,512,172,704,271,774,2348,179,600,64,573,339,601,149,29,0,1044,966,414,201,1299,214,254,332,205,392,10,365,233,278,127,54,0
ASV71,0,0,0,0,0,0,0,20,0,0,0,0,0,0,66,0,0,0,0,0,6,0,8,0,0,3,9,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,1688,422,139,29,9,144,391,586,178,15,70,274,767,572,307,264,278,0,280,1249,370,281,79,384,1299,137,192,1115,307,261,678,329,594,254,384,46,1680,165,796,81,72,53,138,36,68,295,158,655,64,584,328
ASV72,282,200,564,403,629,538,846,553,779,525,302,220,113,89,657,246,173,194,403,61,639,305,287,0,404,477,394,255,221,585,158,450,754,0,359,277,135,90,398,253,669,577,347,0,559,410,651,152,0,382,322,186,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,90,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV73,366,1617,195,293,633,353,4809,723,0,8,63,79,0,41,0,2987,412,328,59,128,448,194,95,0,435,8,358,7,14,4,21,2729,64,47,5,25,42,105,250,47,0,456,13,23,14,21,26,6,53,0,9,10,28,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV74,0,35,0,0,0,0,0,0,0,62,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838,0,0,0,176,0,0,72,128,0,0,13,0,18,0,0,0,305,0,0,0,0,0,0,28,36,0,376,1023,623,80,0,333,21,465,98,85,8,16,109,798,564,74,0,80,113,472,563,175,794,161,193,97,120,289,337,365,613,468,220,387,73,221,1539,1093,116,1528,95,40,0,124,100,79,347,236,294,81,539,188
ASV75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,432,11,274,498,301,43,0,66,341,242,0,17,192,204,440,583,0,0,475,96,423,590,303,473,140,147,607,297,185,3496,327,529,71,327,121,324,610,1010,844,338,516,100,21,16,357,33,757,238,272,41,107,184,433
ASV76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,0,588,0,0,0,0,78,64,0,0,105,0,87,0,0,0,180,0,907,2115,246,1280,265,218,486,0,120,308,1888,91,111,142,85,0,250,115,2985,254,2741,239,0,27,0,64,0,1431,75,0,0,75,50
ASV77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1175,30,88,113,0,123,546,145,0,64,723,0,959,47,246,0,480,0,359,35,108,21,127,845,576,101,752,467,1028,344,506,157,1097,1336,534,81,75,121,29,93,198,16,130,259,26,657,185,227,80,989,1732
ASV78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,60,916,0,749,0,935,0,323,206,386,0,0,235,615,0,0,230,460,403,183,57,0,0,133,0,98,1260,505,267,0,80,0,175,2759,0,454,971,64,0,0,159,0,0,1629,426,176,0,68,0,158,2563,0
ASV79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,184,0,442,154,26,0,855,0,0,197,14,0,0,91,112,144,95,0,1176,0,60,310,0,179,24,769,349,502,624,219,1004,547,84,1024,803,1082,883,0,363,0,349,17,112,0,688,154,65,798,442,68,297,894,1645
ASV80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,788,0,1476,328,839,0,29,193,954,605,1360,134,226,108,309,351,54,159,998,150,153,132,392,65,70,376,368,508,173,21,129,108,468,302,509,143,1103,617,127,468,118,62,138,74,597,122,0,129,64,249,245,560,190
ASV81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,546,561,81,1787,186,47,59,244,584,297,0,309,641,249,0,1013,428,79,681,0,158,107,447,150,92,1490,389,375,135,276,213,227,330,244,71,243,780,118,93,473,308,94,752,124,466,135,176,202,165,320,168,53,341
ASV82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,493,139,147,216,32,0,0,84,391,132,120,565,162,614,0,201,1566,0,370,133,59,92,158,435,159,132,1332,168,75,56,1559,528,136,140,1865,0,266,99,218,340,302,59,196,956,56,82,49,1310,361,131,159
ASV83,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2118,1649,359,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,2275,400,621,0,116,0,56,48,363,145,313,91,1765,0,0,0,0,2426,495,2206,0,24,0,90,26,52,133,237,85,1138,0,0
ASV84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,21,577,965,43,98,0,221,479,241,0,415,63,21,74,717,196,0,61,31,113,704,217,496,59,746,479,247,187,106,196,240,183,937,1091,173,52,85,857,219,1469,107,424,89,380,138,87,171,184,176,797,1015,256
ASV85,0,594,27,181,50,0,8,85,49,1445,72,56,5,0,78,0,0,6,0,66,41,0,0,0,0,0,0,17,0,0,0,26,0,12,0,0,0,1405,18,35,0,51,7,0,48,0,17,25,7,11,0,41,99,0,70,0,7,0,580,58,44,1007,152,676,0,0,360,28,0,0,3828,0,665,5,24,41,38,7,0,24,0,198,486,12,106,201,0,0,0,0,3380,15,40,57,0,0,0,11,154,148,10,50,124,0,0,5
ASV86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,218,0,164,341,2659,0,0,120,505,136,241,88,128,0,0,1037,719,527,87,0,75,154,66,139,432,135,836,201,243,77,0,379,262,606,594,1103,0,76,307,76,96,288,120,655,109,272,61,54,322,306,782
ASV87,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,4059,361,437,94,127,106,28,115,0,44,680,1817,302,199,26,935,97,0,1158,70,0,340,305,749,107,0,0,0,1195,140,66,623,0,37,55,0,112,0,765,207,168,0,0,0,0,1111,78,61,133,0,53
ASV88,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,12,0,68,0,224,25,87,86,0,52,8,83,36,161,0,145,0,0,36,253,86,109,14,76,0,8,0,1219,0,3361,27,947,2615,0,0,0,391,107,185,17,33,0,10,0,571,0,2107,7,802,2893,0
ASV89,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,33,43,60,0,348,0,49,41,417,272,67,393,24,0,130,0,19,63,92,208,0,89,3102,403,296,2529,0,1017,2249,78,123,66,116,0,96,103,434,0,0,156,592,115,698,0,637,1391,0,141,85
ASV90,0,135,0,0,0,6,0,0,0,0,298,0,240,0,0,87,0,47,0,571,0,243,85,0,0,0,202,3541,0,0,790,140,0,208,3036,1838,0,1490,329,155,176,0,0,22,1451,0,0,474,0,0,0,545,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,19,0,0,17,15,0,15,0,43,0,87,0,0,0,0,0,0,17,0,0,20,11,0,0,0,38
ASV91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,82,979,421,114,52,224,215,672,553,197,51,196,221,380,233,137,58,397,10,514,264,557,320,170,678,1277,120,316,354,388,447,446,182,266,293,532,116,237,561,539,183,186,121,199,174,96,360,229,189,71,316,620
ASV92,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,122,0,0,195,0,42,0,0,0,0,0,1371,0,0,1006,346,0,0,4849,3030,8,408,310,80,208,0,0,0,1250,0,0,1071,8,0,0,1177,989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV93,504,39,189,388,303,1237,960,393,1149,77,2065,1105,224,514,312,1019,121,64,0,5,167,66,129,13,58,72,1017,93,78,0,150,156,18,468,238,0,42,0,526,232,136,185,125,78,152,265,146,355,0,9,47,65,39,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0
ASV94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,81,207,0,0,0,201,375,40,84,71,0,234,0,144,1784,0,215,1130,971,88,0,175,478,0,823,457,103,315,784,151,115,90,48,283,274,3236,115,0,303,464,0,83,462,63,69,578,76,75,60,58,397
ASV95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,329,165,0,0,117,870,551,0,22,947,251,3133,228,251,682,0,46,7,45,383,17,0,201,171,0,1699,479,94,156,861,634,192,9,0,0,11,221,40,0,472,244,0,279,536,59,65,797,450,162,0,0,0
ASV96,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,0,0,0,4,0,0,60,0,0,0,0,0,11,0,0,0,135,0,0,0,18,0,0,30,0,0,0,0,0,0,0,0,46,33,98,34,186,0,2415,54,47,86,899,0,37,199,447,1086,195,346,12,12,933,128,28,16,380,48,656,377,277,304,51,1298,79,199,393,358,14,58,173,34,52,479,16,45,513,163,24,63,1002,121,101,338,398
ASV97,0,555,0,8,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,233,2137,116,157,0,7116,0,690,0,107,0,107,645,0,6,106,0,0,19,93,0,30,155,171,0,38,21,347,1068,0,97,417,346,0,0,0,65,0,22,274,0,0,0,13,117,120,0,66,249,147,0,0
ASV98,217,141,259,308,534,241,598,340,150,134,1614,209,59,917,122,2277,48,186,16,29,685,77,89,0,209,55,1037,6,148,8,38,1015,240,966,7,19,33,27,181,149,162,585,106,102,176,327,135,62,208,51,300,21,58,0,0,9,6,0,0,8,0,0,0,0,0,0,0,0,12,0,13,0,0,8,0,0,0,11,0,9,0,7,7,6,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV99,304,0,244,301,107,192,155,179,255,176,1201,156,46,812,138,388,174,37,13,11,427,159,761,26,117,275,2231,7,152,0,272,866,379,975,0,42,29,7,622,445,458,352,423,60,123,378,131,253,128,118,199,34,70,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,9,9,0,0,0,11,0,0,8,0,10,0,9,0,0,8,0,0,9,9,0,0,0,0,0,0,0,0,0,7,0,0,0
