ASV_ID,ZB1,ZB2,ZB3,ZB4,ZB5,ZB6,ZB7,ZB8,ZB9,ZB10,ZB11,ZB12,ZB13,ZB14,ZB15,ZB16,ZB17,ZB18,ZB19,ZB20,ZB21,ZB22,ZB23,ZB24,ZB25,ZB26,ZB27,ZB28,ZB29,ZB30,ZB31,ZB32,ZB33,ZB34,ZB35,ZB36,ZB37,ZB38,ZB39,ZB40,ZB41,ZB42,ZB43,ZB44,ZB45,ZB46,ZB47,ZB48,ZB49,ZB50,ZB51,ZB52,ZB53,ZB54,ZB55,ZB56,ZB57,ZB58,ZB59,ZB60,ZB61,ZB62,ZB63,ZB64,ZB65,ZB66,ZB67,ZB68,ZB69,ZB70,ZB71,ZB72,ZB73,ZB74,ZB75,ZB76,ZB77,ZB78,ZB79,ZB80,ZB81,ZB82,ZB83,ZB84,ZB85,ZB86,ZB87,ZB88,ZB89,ZB90,ZB91,ZB92,ZB93,ZB94,ZB95,ZB96,ZB97,ZB98,ZB99,ZB100,ZB101,ZB102,ZB103,ZB104,ZB105,ZB106
ASV636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,54,93,0,0,0,0,23,0,0,0,24,0,0,90,24,0,0,54,83,70,0,0,0,84,0,0,0,49,0,0,88,0,0,0,0,86
ASV637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,32,0,0,0,0,0,0,0,0,154,0,0,0,27,0,76,0,0,90,0,32,50,0,0,67,63,0,0,0,0,0,0,125,0,0,38,0,71,18,0,0,58,22,0,71,0
ASV638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,65,0,0,0,13,0,0,45,8,28,47,0,247,13,0,6,71,0,17,0,19,43,0,0,0,109,29,0,85,0,12,12,0,63,0,0,7,0,0,0,0,0,33,26,19
ASV639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,144,59,0,0,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,170,0,49,0,0,0,54,64,0,0,101,0,0,0,0,54,0,0,0,32,0,0,0,105
ASV640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0
ASV641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,35,0,31,0,54,25,23,13,6,10,8,0,18,19,10,13,9,20,20,0,0,13,92,16,25,28,20,39,92,10,18,19,12,22,18,14,0,0,8,28,12,20,14,30,18,73,7,14,15
ASV642,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,155,0,0,0,54,14,0,0,0,145,23,17,74,78,0,0,0,26,0,0,0,0,0,23,149,0,0,0,12,35,0,0,0,0,0,0,0,0,0,33,10,8,0,0,0,0,126,0,0
ASV643,0,0,0,108,0,103,171,0,118,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,63,0,0,0,0,0,0,0,0,0,0,128,33,0,0,0,58,0,0,0,0,0,160,0,0,0,0,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0
ASV645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,7,0,43,0,0,0,0,22,35,0,0,0,0,39,10,0,9,12,0,48,86,0,15,0,103,0,60,0,0,0,8,17,0,62,33,0,33,122,0,24,0,65,6,73,0,0
ASV646,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,18,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,163,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,198,14,0,0,125,0,0,0,0,43,0,0,0,20,0,0,0,28,0,0,0,110,0,0,0,0,0,0,0,0,9,0,0
ASV647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,41,0,0,0,0,107,0,0,96,190,0,0,0,0,26,0,17,16,0,0,0,0,0,41,51,0,0,0,61,0,0,0,98,27,24,0,15,0,0,0,24,38,0,0,0,48,0,0
ASV648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,642,0,0,66,0,0,0,15,0,0,0,0,0,0,0,0,0,123,0,0,40,17,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,48,123,0,0,0,0,0,0,0,0,25,0,0,11,0,0,0,40,0,0,0,17,0,43,0,0,0,0,0,83,0,95,16,0,27,139,19,0,27,0,0,0,0,0,0,0,87,0,68,27,0
ASV650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,100,47,74,0,228,0,65,0,0,0,0,0,0,0,0,0,29,47,0,50,0,199,0,72,0
ASV651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,79,0,0,0,0,0,0,0,0,83,21,0,0,24,43,70,0,0,30,27,21,0,31,0,15,0,38,69,29,28,0,23,0,71,30,39,27,47,0,0,0,0,15,0,63,23,0,0,21,0
ASV652,0,0,0,0,0,0,0,0,0,0,0,793,14,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,40,0,0,0,0,0,0,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,4,0,4,180,4,0,5,43,6,11,0,0,23,57,203,14,9,8,9,10,7,0,14,0,8,10,24,8,22,14,13,25,11,20,20,14,7,35,9,6,0,18,10,0,6,10,10,13,22,8
ASV654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,13,0,0,0,47,64,0,0,149,11,0,42,58,0,0,0,0,66,0,0,0,100,51,0,0,152,13,0,58,83
ASV655,0,0,0,0,0,32,20,17,21,0,0,0,0,0,0,0,0,0,34,0,14,0,38,0,0,44,77,31,0,0,0,141,24,106,62,63,0,0,0,34,130,14,18,0,18,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV656,0,788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV657,0,145,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,97,0,0,0,0,0,0,140,72,0,0,0,0,0,0,0,43,0,89,0,0,0,35,0,0,0,25,0,0,0,0,0,0,63,0,56,0,0,0,35,0,0,0,0,0,0,0,22,0,0,65
ASV658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,16,0,0,0,0,0,0,0,0,0,0,8,0,0,42,0,0,0,13,0,0,0,0,22,0,0,0,54,0,0,204,151,47,0,0,0,0,0,0,0,22,0,0,0,32,0,0,164,166
ASV659,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,17,0,16,0,0,0,0,0,771,0,0,0,0,10,0,0,34,9,0,11,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,6,0,0,0,0,0,47,0,0,7,0,0,0,0,0,0,72,0,16,0,0,71,204,0,50,0,0,6,0,0,0,0,0,32,0,21,0,0,54,218,0,42,0,0
ASV662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,0,23,0,11,0,0,31,0,26,0,0,35,44,0,0,0,0,15,0,9,0,14,0,19,41,0,0,0,68,0,33,59,119,0,25,25,12,0,0,0,0,75,0,0,0,51,0,19,67,94
ASV663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,86,0,0,0,0,0,0,46,0,0,13,42,0,0,0,0,0,0,30,36,25,18,0,0,0,0,0,47,0,0,0,103,96,0,0,0,50,38,45,19,0,0,0,0,30,0,0,0,70,134,0
ASV664,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,10,0,0,15,4,0,0,0,30,10,60,0,8,7,18,0,0,0,0,40,13,0,13,22,9,8,40,22,0,10,4,45,0,0,0,0,0,8,0,7,7,5,8
ASV665,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,142,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV666,0,15,23,15,24,0,0,0,0,13,63,15,9,0,14,39,7,6,0,29,47,36,5,0,0,0,3,49,0,0,26,0,0,104,26,69,0,58,27,30,22,45,0,0,29,0,14,23,0,0,0,7,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,84,79,52,0,0,0,21,33,0,0,0,0,40,0,0,0,19,0,0,84,11,0,0,84,18,0,0,22,0,0,0,109,12,0,0,0,64,14,21,0,39,0,0,0,0,0,0,0,87,31,0
ASV668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,29,0,0,0,0,0,0,0,142,0,0,40,0,0,14,0,12,3,6,0,75,5,0,148,12,0,0,26,18,69,0,18,0,23,0,0,0,77,0,0,138,6,0,0,27,6
ASV669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,117,145,29,104,84,0,0,0,0,27,0,0,0,0,0,0,0,28,0,0,0,0,0,0,114,17,0,0,26,59,0,0,0,20,49,0,0,0,0,0,0,55,0,0,0,22,15,0,0
ASV670,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,23,36,25,0,0,0,94,43,0,0,0,0,0,0,0,0,20,0,0,101,6,0,0,184,0,16,0,0,0,0,0,0,0,0,13,0,106,0,0,0,71,0,20,0,0,0,0,0,0,0,0
ASV671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,162,0,0,0,0,0,0,0,0,0,0,57,0,64,0,0,0,160,0,0,0,0,109,72,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,54,95
ASV672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,20,13,0,0,0,49,0,6,0,0,27,24,0,0,0,30,0,0,23,0,15,0,52,0,23,0,59,67,32,0,108,15,17,43,28,9,20,41,0,0,0,0,0,30,37,19,0,60,0,32
ASV673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,65,0,0,0,0,42,16,0,60,0,20,0,0,0,0,65,0,6,46,16,11,0,32,0,14,0,0,28,0,0,0,0,33,77,0,32,0,33,44,46,0,0,0,0,0,0,0,0,0,44,105
ASV675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,138,0,0,0,0,0,0,0,0,249,0,86,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV676,0,0,112,113,0,98,476,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,23,29,29,0,0,0,0,0,0,23,0,0,42,68,22,100,0,25,0,0,25,0,0,11,0,20,32,29,12,0,41,29,23,0,0,78,32,0,0,0,40,19,0,0,32,0,0,33,18,0,0,0,72
ASV678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,105,78,0,125,81,23,0,95,0,0,33,0,0,14,16,19,0,32,0,0,59,0,38,0,27,0,0,75
ASV679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,19,43,0,0,0,0,0,16,0,0,13,24,0,23,0,0,0,10,0,0,81,0,0,22,105,15,0,0,0,13,0,56,40,68,0,8,0,63,9,0,12,44,21,0,0,0,0,0,27,60,80
ASV680,3,0,10,24,0,0,0,0,16,70,17,25,60,5,114,5,0,0,0,23,14,0,14,0,0,0,6,22,0,0,10,0,0,10,102,41,0,39,21,15,66,18,5,0,21,0,22,12,0,5,9,33,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ASV681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,57,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,84,18,0,0,42,0,0,0,36,72,101,0,0,0,19,0,81,0,23,0,0,63,0,0,0,26,18,68,0,0,0,16,12
ASV682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,60,0,19,15,119,6,0,42,12,12,31,0,25,29,72,0,28,14,64,13,11,94,8,0,13,0,15,27,0,22,24,63,0,23,19
ASV683,0,85,0,0,0,0,0,0,3,17,0,23,0,0,0,0,14,10,0,22,5,0,8,0,0,0,0,8,0,3,65,8,0,0,294,41,0,41,9,0,3,0,0,0,8,0,16,59,0,0,0,151,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV684,0,0,0,0,0,0,21,0,0,0,8,0,0,0,86,23,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,51,12,0,0,0,0,0,47,0,0,0,0,0,0,54,0,36,0,77,0,11,0,33,0,0,19,0,18,27,0,0,0,19,0,14,0,73,26,0,0,0,0,0,22,31,58,0,0,0,0,0,0,0,37,0,0,0,0,0,15,34
ASV685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,38,0,0,0,25,0,0,15,0,0,0,0,0,0,0,242,14,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,529
ASV686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,46,472,0,47,0,0,73,0,0,0,0,0,0,0,0,115,0,38,0,0,0,0,38,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0
ASV688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,23,38,17,10,4,0,27,19,30,10,0,15,0,26,9,0,22,0,0,0,15,0,0,49,9,14,0,14,88,90,0,49,17,0,20,30,0,14,0,0,0,0,18,0,9,60,38,0,13,12,0
ASV689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48,0,0,17,0,48,0,0,0,0,0,151,0,0,180,0,0,0,17,0,0,45,0,0,0,0,38,43,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,51,36,0,0,0,0
ASV690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,57,0,0,0,19,0,0,141,132,0,0,0,0,269,0,0,0,65,38,0,0,0,11,0,0,0,42,0,0,0,0,0,0,0,65,16,0,0,0,0,0,0,0,19,0,0
ASV691,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,98,0,0,0,165,0,0,160,0,0,0,0,0,247,0,102,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV692,0,242,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,53,16,0,0,0,32,0,0,0,102,0,0,0,0,25,0,0,19,0,34,0,19,26,171,9,0,7,83,0,0,0,53,0,0,0,0,13,0,19,12,104,15,0,13
ASV694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,156,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0
ASV695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,19,0,0,27,60,0,0,0,93,46,0,17,39,102,11,0,0,0,0,0,0,0,0,0,0,133,49,23,0,79,126
ASV696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,289,0,0,0,0,0,0,0,0,0,79,0,0,0,55,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,45,0,0
ASV697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122,14,30,14,0,12,0,0,35,14,7,5,63,114,33,0,0,15,0,0,0,7,0,0,7,9,10,11,17,26,37,13,21,41,11,12,0,0,9,17,0,0,0,6,0,0,43,28,0,0,43,11
